sys.projects_products.ux_user_research	访谈用户时怎样验证痛点	How do we validate user pain points in interviews
sys.projects_products.roadmap_prioritization	下个迭代哪些功能最该先做	Which features should we prioritize next
sys.projects_products.engineering_execution	把设计落地到代码的任务怎么分	How should we implement and divide the engineering work
sys.projects_products.testing_quality	上线前怎么覆盖关键回归风险	What regression risks should we test before launch
sys.projects_products.launch_operations	发布后怎么监测使用和反馈	How do we monitor usage after release
sys.ai_computing.ai_models_tools	比较这些大模型的能力和运行成本	Compare these AI models and their runtime costs
sys.ai_computing.prompt_workflows	把重复任务设计成稳定的提示流程	Design a repeatable prompting workflow for this task
sys.ai_computing.coding_software_development	这个函数怎么实现才比较清晰	How should I implement this function
sys.ai_computing.debugging_troubleshooting	报错堆栈指向哪里出了问题	What is causing this error stack trace
sys.ai_computing.hardware_devices	笔记本发热和电池续航怎么排查	My laptop overheats and the battery drains quickly
sys.ai_computing.networking_connectivity	家里的无线网络老是断线	My home Wi-Fi keeps disconnecting
sys.ai_computing.cybersecurity_privacy	账户被盗后怎么保护数据	How do I secure my accounts after a breach
sys.ai_computing.data_systems	这些表的数据结构和同步关系怎么设计	How should I design the database and sync flow
sys.finance_purchases.budgeting_cashflow	每月收入支出如何分配才不透支	How should I allocate monthly income and expenses
sys.finance_purchases.banking_payments	这笔转账不到账该怎么查	My bank transfer has not arrived
sys.finance_purchases.investing	这类资产的风险收益适合我吗	Does this investment fit my risk tolerance
sys.finance_purchases.debt_credit	信用卡欠款该先还哪一笔	Which credit card balance should I pay first
sys.finance_purchases.taxes_insurance	报税扣除项和保单保障怎么核对	How do I check my tax deductions and insurance coverage
sys.finance_purchases.subscriptions_recurring	有哪些自动续费可以取消	Which recurring charges should I cancel
sys.finance_purchases.shopping_research	购买前比较不同型号的优缺点	Compare product models before I buy
sys.finance_purchases.major_purchases	买房或买车的大额预算怎么定	How much can I afford for a major purchase
sys.home_daily.housing	租约到期是否要换住处	Should I renew the lease or find another place
sys.home_daily.home_improvement	厨房水龙头漏水怎么修	The kitchen faucet is leaking and needs repair
sys.home_daily.utilities_services	水电账单异常以及宽带报修	The utility bill looks wrong and broadband needs service
sys.home_daily.chores_cleaning	厨房油污如何清理省力	What is an effective way to clean the kitchen
sys.home_daily.possessions_organization	衣柜里的东西怎么分类收纳	How should I declutter and organize my closet
sys.home_daily.local_errands	今天去药店和快递点顺路怎么安排	Plan my stops at the pharmacy and parcel shop
sys.home_daily.transportation_ownership	车子保养和轮胎更换什么时候做	When should I service my car and replace tires
sys.home_daily.moving_relocation	搬去新城市前要处理哪些事	What should I arrange before moving to a new city
sys.travel_places.trip_planning	假期去几个城市行程怎么排	How should I plan the itinerary for my holiday
sys.travel_places.transport_travel	火车和航班之间怎样转乘	How do I connect between the train and flight
sys.travel_places.lodging	住在哪个区域出行比较方便	Which area should I stay in for this trip
sys.travel_places.restaurants_travel	到当地有哪些值得吃的小店	Where should we eat while visiting
sys.travel_places.attractions_activities	一天里能逛哪些景点	Which sights can we fit into one day
sys.travel_places.visas_border	入境需要准备哪些材料	What documents do I need to cross the border
sys.travel_places.local_navigation	从车站到住处怎么走	How do I get from the station to my accommodation
sys.travel_places.trip_records	把这趟旅程的经历整理下来	Help me record memories from this trip
sys.media_culture.music	推荐一些类似这首歌的曲子	Find songs with a similar sound
sys.media_culture.film_tv	这部剧的剧情和角色怎么理解	Help me understand this show's story and characters
sys.media_culture.books_literature	小说里这个人物的转变是什么意思	What does this character's change mean in the novel
sys.media_culture.games	这关怎么过以及装备怎么选	How do I beat this level and choose gear
sys.media_culture.art_culture	这幅画属于什么艺术流派	What artistic movement does this painting belong to
sys.media_culture.news_media	这条报道的消息来源可靠吗	Is this news report based on reliable sources
sys.media_culture.online_culture	这个梗为什么突然火了	Why did this meme become popular
sys.media_culture.live_events	演唱会门票和现场安排怎么查	What should I know before attending the concert
sys.communication_writing.email_messages	给对方回一封得体的邮件	Draft a courteous reply to this email
sys.communication_writing.writing_editing	把这段文字改得更清楚简洁	Make this passage clearer and more concise
sys.communication_writing.translation	这句话译成自然的英文怎么说	Translate this sentence into natural English
sys.communication_writing.presentations	汇报时这几页幻灯片怎么讲	How should I present these slides
sys.communication_writing.documents_reports	整理一份结构清晰的书面报告	Organize this into a clear written report
sys.communication_writing.public_posts	把内容写成适合公开平台发布的帖子	Turn this into a post for a public audience
sys.communication_writing.speaking_conversation	当面解释时怎么说更自然	How can I say this naturally in conversation
sys.communication_writing.negotiation_persuasion	怎样提出条件让双方都能接受	How do I negotiate terms both sides can accept
sys.legal_civic.legal_questions	这件事在法律上有什么责任	What are the legal implications of this situation
sys.legal_civic.contracts_agreements	签字前要检查哪些条款	Which clauses should I review before signing
sys.legal_civic.complaints_disputes	遇到纠纷该向谁投诉和申诉	Where can I file a complaint about this dispute
sys.legal_civic.government_services	办理这项公共服务要去哪里	How do I apply for this government service
sys.legal_civic.identity_documents	证件丢失后如何补办	How do I replace a lost identity document
sys.legal_civic.immigration_residency	长期居留申请有什么条件	What are the requirements for residency
sys.legal_civic.civic_public_policy	这项政策会怎样影响社区	How will this public policy affect the community
sys.legal_civic.consumer_rights	商品有缺陷可以怎样维权	What can I do if a purchased product is defective
sys.science_technical.physics	为什么物体下落会加速	Why does a falling object accelerate
sys.science_technical.mathematics	这个证明的关键步骤怎么推出来	How do I derive the next step in this proof
sys.science_technical.computer_science	这个算法的时间复杂度是多少	What is the time complexity of this algorithm
sys.science_technical.engineering	这个结构承载负荷的原理是什么	How does this structure bear the load
sys.science_technical.biology_life_science	细胞分裂时这些蛋白起什么作用	What do these proteins do during cell division
sys.science_technical.medicine_knowledge	这种疾病的病理机制是什么	What is the pathophysiology of this disease
sys.science_technical.chemistry_materials	这种材料遇热为什么变性	Why does this material change when heated
sys.science_technical.statistics_data_analysis	这个样本怎样做回归和置信区间	How do I run a regression and confidence interval
sys.creative_design.visual_design	海报的色彩和排版怎么调整	How should I adjust the poster's colors and layout
sys.creative_design.ux_ui_design	这个页面的交互路径让用户困惑	Users are confused by this screen's interaction flow
sys.creative_design.branding_identity	品牌标识应该传达什么感觉	What should the brand identity communicate
sys.creative_design.photography	逆光人像怎么设置曝光	How do I expose a backlit portrait
sys.creative_design.illustration_image_creation	画一张温暖风格的角色插图	Create an illustration of a character in a warm style
sys.creative_design.creative_writing	这个故事的冲突和人物弧线怎么写	How do I develop the conflict and character arc
sys.creative_design.video_audio_creation	剪掉噪音并让视频节奏更流畅	Clean up the audio and improve the video's pacing
sys.creative_design.ideation_concepts	围绕这个主题想几个新颖方向	Brainstorm original concepts around this theme
sys.business_entrepreneurship.entrepreneurship	从零开始做这门生意有哪些风险	What are the risks of starting this business
sys.business_entrepreneurship.business_strategy	公司应当进入哪个市场	Which market should the company enter
sys.business_entrepreneurship.market_research	竞争对手和潜在客户怎么调研	How do we research competitors and potential buyers
sys.business_entrepreneurship.marketing_growth	怎样让更多目标用户发现产品	How can we reach more of our target customers
sys.business_entrepreneurship.sales	怎样推进这个潜在客户成交	How do I move this sales opportunity forward
sys.business_entrepreneurship.operations_process	团队重复流程如何减少手工步骤	How can we streamline this recurring business process
sys.business_entrepreneurship.customer_feedback	客户反复反馈的问题怎么归类	How should we respond to recurring customer complaints
sys.business_entrepreneurship.partnerships	与另一家公司合作怎么分工	How should we structure this business partnership
sys.time_events.calendar_scheduling	把这些会议安排进下周日程	Schedule these meetings next week
sys.time_events.reminders_deadlines	别让我错过提交材料的截止时间	Remind me before the submission deadline
sys.time_events.time_management	一天的时间总被碎事占满	How can I use my time better during a busy day
sys.time_events.routines_recurring	每周固定安排一次回顾	Set up a weekly review routine
sys.time_events.celebrations_holidays	为家人生日准备点什么	What should I arrange for my family's birthday
sys.time_events.life_events	毕业和新工作衔接要做什么	How do I prepare for graduation and a new job
sys.time_events.appointments_bookings	帮我预约下周的看诊时间	Book an appointment for next week's visit
sys.time_events.plans_checklists	把出发前要做的事列成清单	Make a checklist of things to do before leaving
sys.knowledge_memory.notes_knowledge_management	零散笔记怎么整理成可检索的知识	How can I organize scattered notes for retrieval
sys.knowledge_memory.personal_archive	把这些个人资料长期保存并找得到	How do I preserve and retrieve my personal records
sys.knowledge_memory.journaling	记录今天的想法和经历	Write down today's experiences and thoughts
sys.knowledge_memory.photos_media_archive	旧照片按人物和时间归档	Organize old photos by people and date
sys.knowledge_memory.files_documents_storage	这些电子文件放在哪个目录才好找	How should I organize and store these files
sys.knowledge_memory.backup_export	换设备前怎样导出并备份数据	How do I export and back up my data before switching devices
sys.knowledge_memory.memory_context	助手应该记住哪些长期偏好	What should the assistant remember about my preferences
sys.knowledge_memory.provenance_history	这条记录是谁改的以及以前是什么	Who changed this record and what did it say before
